Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
-0.3448,0.0163,0.0059,4.9596,-1.2079,7.4316
0.0203,-0.0650,-0.0938,4.3479,-1.2881,7.7536
0.1396,-0.0661,0.1151,4.1599,-1.1959,7.4436
-0.0666,0.4538,-0.0829,4.7118,-1.5933,7.2640
-0.0200,0.0000,-0.0898,3.9887,-1.3396,7.3622
-0.1809,0.0578,0.1671,5.0458,-1.3551,7.0258
-0.6680,0.1879,-0.1823,4.3898,-1.3958,7.8350
-0.6734,0.9651,0.4615,3.6966,-1.9046,8.7628
-0.0906,0.1577,0.0698,3.5793,-1.9944,7.6998
-0.4842,0.0021,0.3160,3.7350,-2.1620,7.5525
-0.3789,-0.0874,0.1223,4.2677,-2.4385,8.1032
-0.3667,-0.3520,-0.0370,4.3072,-2.6049,7.7177
-0.3179,0.0690,-0.0714,4.3610,-2.8132,7.4867
0.0466,-0.7671,-0.1644,4.2737,-2.8970,7.4795
-0.1162,-0.2393,-0.1092,4.4269,-2.7390,7.4531
0.1018,-0.0679,0.0197,4.6555,-2.7342,7.2544
-0.0600,-0.1948,-0.0147,4.7704,-2.6133,7.2532
-0.2960,-0.0408,0.1743,4.7106,-2.6935,7.0737
-0.0067,-0.1812,0.1831,5.0578,-2.8551,7.5130
0.2148,0.1410,-0.1124,5.5569,-2.8994,7.3634
0.3176,0.2611,-0.2630,5.0649,-2.5786,7.1946
-0.0309,0.1202,-0.1007,4.5550,-2.2853,6.9899
-0.0989,0.1146,0.0344,4.8770,-2.5283,7.2700
-0.0783,-0.0056,0.0136,4.9309,-2.4313,7.2257
-0.0498,-0.0088,0.0203,4.9596,-2.3942,7.2065
-0.1639,-0.0773,0.0168,5.1966,-2.4732,7.1251
