Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z
-0.1548,0.3363,0.1519,2.5211,-1.9393,7.9284
-0.4032,-1.8500,0.7400,19.0997,-1.1899,20.8643
0.8300,-1.2870,-3.2820,17.9673,-0.3304,30.4542
4.1216,-0.4951,-5.0756,-8.4695,-11.0947,38.5167
7.0815,1.4693,-2.6748,-14.2060,-15.2535,6.9707
5.2522,3.3329,-0.4802,-16.7450,-12.8150,-16.2722
0.8010,3.5455,1.8532,-16.1453,-15.7131,-38.4748
-5.3471,1.0086,5.7825,0.8440,-28.5125,-26.6774
-8.7314,0.3962,5.3127,33.5966,-39.2266,-12.1625
-8.7314,-1.9055,-1.1072,29.1099,-34.9254,16.9821
-5.3111,7.9155,-3.1853,-39.0554,-39.2266,39.2254
0.7674,-1.4394,0.5494,-1.1564,3.5805,2.5367
2.4605,0.8777,0.1002,7.6184,-2.9892,12.3445
0.3523,0.3778,-0.3496,4.9752,-2.5355,-4.8243
-0.3043,0.4807,-0.5353,1.6819,-4.3024,5.7700
-0.5345,0.2308,-0.0727,0.8859,-4.0941,7.5346
-0.3978,0.5676,0.1543,2.5522,-3.3579,9.0525
-0.1330,0.2822,0.0658,1.1959,-3.5865,9.3829
0.0754,0.0778,0.1284,2.8000,-3.4105,7.8254
0.2550,-0.0576,-0.0032,2.6408,-3.4309,10.0999
0.4549,-0.0075,0.0445,2.1344,-2.9904,10.4507
0.4370,0.1716,0.0610,3.9061,-2.3595,9.7025
0.2025,0.6789,-0.3184,3.7290,-2.0303,10.3310
0.9854,0.4013,-0.6070,1.5622,-2.6504,13.5021
1.3177,0.6915,-0.3882,1.8759,-2.4565,9.6367
1.4368,1.0746,-0.4612,1.4557,-1.7502,7.0174
1.0805,0.4215,-0.4706,1.5335,-0.7314,5.5677
0.5582,0.6352,-0.7194,1.0403,-0.5866,4.9883
0.2806,0.5894,-0.3381,-0.7314,-0.4932,4.9572
-0.0959,-0.0157,-0.1140,0.9290,-0.6093,4.1539
-0.8489,0.1564,-0.0149,0.5375,-1.1504,5.8622
-0.8154,-0.3395,0.1370,0.0347,-1.3599,9.3661
